
=== 执行时间: 2026-04-28 17:19:42 ===
处理总数: 2761 篇 | 成功添加: 2460 篇 | 跳过: 301 篇
✅ 成功 | ads/bytedance/250903-剪映小助手.md | 匹配关键词: default
✅ 成功 | ads/tencent/CodeBuddy/260311-cbc-ai.md | 匹配关键词: ai
✅ 成功 | ads/tencent/CodeBuddy/20251104-hexo-build.md | 匹配关键词: hexo
✅ 成功 | ads/tencent/CodeBuddy/20251107-CodeBuddy-GLM4.6.md | 匹配关键词: code
✅ 成功 | ads/tencent/CodeBuddy/20251028-popdf-gui.md | 匹配关键词: default
✅ 成功 | ads/tencent/CodeBuddy/20251031-cli.md | 匹配关键词: default
✅ 成功 | ads/tencent/Workuddy/260319-ocr.md | 匹配关键词: default
✅ 成功 | ads/tencent/openclaw/260325-重庆装虾.md | 匹配关键词: default
✅ 成功 | ads/tencent/openclaw/260314-重庆养虾大会-2.md | 匹配关键词: default
✅ 成功 | ads/tencent/openclaw/260310-实战.md | 匹配关键词: default
✅ 成功 | ads/卖书/xi/4-6.md | 匹配关键词: default
✅ 成功 | ads/卖书/xi/7-11.md | 匹配关键词: default
✅ 成功 | ads/卖书/python入门.md | 匹配关键词: python
✅ 成功 | ads/读者群/20240721-4年前.md | 匹配关键词: default
✅ 成功 | ads/ai/python相关/20250725-python七宗罪.md | 匹配关键词: python
✅ 成功 | ads/ai/20250103-可以搞钱的开源项目.md | 匹配关键词: default
✅ 成功 | ads/ai/20251025-教py的神.md | 匹配关键词: default
✅ 成功 | ads/ai/260129-龙虾-真武.md | 匹配关键词: default
✅ 成功 | ads/ai/20241229-国内免费ai.md | 匹配关键词: ai
✅ 成功 | ads/ai/20250205-deepseek.md | 匹配关键词: default
✅ 成功 | ads/ai/20250731-AI概念辨析.md | 匹配关键词: ai
✅ 成功 | ads/ai/20250731-被AI替代.md | 匹配关键词: ai
✅ 成功 | ads/优质教程/哈佛/20250803-cs50p.md | 匹配关键词: default
✅ 成功 | ads/优质教程/20240613-ai-code.md | 匹配关键词: code
✅ 成功 | ads/deepseek/20250819-v3.1.md | 匹配关键词: default
✅ 成功 | ads/deepseek/20251021-ocr.md | 匹配关键词: default
✅ 成功 | ads/自动驾驶/20250730-什么是L3.md | 匹配关键词: default
✅ 成功 | ads/unitree/20250727-3.99万的机器人.md | 匹配关键词: default
✅ 成功 | ads/unitree/20250727-3.99万的机器人-en.99万的机器人.md | 匹配关键词: default
✅ 成功 | ads/easydoc/20250717-容易链推文.md | 匹配关键词: default
✅ 成功 | ads/bd/260202-AI内卷.md | 匹配关键词: ai
✅ 成功 | ads/bd/20251218-数字人开播了.md | 匹配关键词: default
✅ 成功 | ads/huawei/鸿蒙开发/20251024-鸿蒙开发教程.md | 匹配关键词: default
✅ 成功 | ads/huawei/20250806-仓颉开源了.md | 匹配关键词: default
✅ 成功 | ads/huawei/20250807-开源了CANN.md | 匹配关键词: default
✅ 成功 | ads/huawei/20250727-不用华为芯片.md | 匹配关键词: default
✅ 成功 | ads/huawei/20240622-华为文化取名.md | 匹配关键词: default
✅ 成功 | ads/清华出版社/20250105-软件开发的艺术.md | 匹配关键词: default
✅ 成功 | ads/marscode/20241211-项目文档.md | 匹配关键词: default
✅ 成功 | ads/marscode/20241205-贪吃蛇.md | 匹配关键词: default
✅ 成功 | ads/ecs-10-land-ads.md | 匹配关键词: default
✅ 成功 | ads/广告汇总.md | 匹配关键词: default
✅ 成功 | ads/20240509-中文大模型.md | 匹配关键词: default
✅ 成功 | ads/ai-money-001.md | 匹配关键词: ai
✅ 成功 | ads/20240630-不推荐计算机.md | 匹配关键词: default
✅ 成功 | ads/程序员晚枫.md | 匹配关键词: default
✅ 成功 | ads/20240613-ai-code.md | 匹配关键词: code
✅ 成功 | ads/python虚拟机.md | 匹配关键词: python
✅ 成功 | poai/article/1-大模型列表.md | 匹配关键词: default
✅ 成功 | poai/article/1-整理了国内100多个大模型.md | 匹配关键词: default
✅ 成功 | poai/poai-chatgpt-line-1.md | 匹配关键词: ai
✅ 成功 | poai/poai-zhipu.md | 匹配关键词: ai
✅ 成功 | poai/poai-tongyi.md | 匹配关键词: ai
✅ 成功 | BGongFang/python-setup.md | 匹配关键词: python
❌ 跳过 | github-profile.md | 无frontmatter
❌ 跳过 | course-code-0828.md | 无frontmatter
❌ 跳过 | baiss-tech-nav.md | 无frontmatter
❌ 跳过 | plugin-pycharm-8.md | 无frontmatter
❌ 跳过 | datav-upload-web.md | 无frontmatter
❌ 跳过 | mongodb-python.md | 无frontmatter
❌ 跳过 | hexo-setup-config-bug.md | 无frontmatter
❌ 跳过 | vedio-course.md | 无frontmatter
❌ 跳过 | nginx-ssl-https.md | 无frontmatter
❌ 跳过 | code-training-organization.md | 无frontmatter
✅ 成功 | banner-info.md | 匹配关键词: default
✅ 成功 | dns-tencent-001.md | 匹配关键词: default
✅ 成功 | coder-guoqi-list.md | 匹配关键词: code
✅ 成功 | upload-pip.md | 匹配关键词: default
✅ 成功 | linux-command.md | 匹配关键词: default
✅ 成功 | interview-python.md | 匹配关键词: python
❌ 跳过 | wemedia-bili-1129.md | 无frontmatter
❌ 跳过 | boshidaima.md | 无frontmatter
✅ 成功 | python-project-list.md | 匹配关键词: python
❌ 跳过 | account-display.md | 无frontmatter
✅ 成功 | create-requeriments.md | 匹配关键词: default
✅ 成功 | 云服务器.md | 匹配关键词: default
✅ 成功 | interview.md | 匹配关键词: default
✅ 成功 | pip-install-nonetwork.md | 匹配关键词: default
❌ 跳过 | data-analy-book.md | 无frontmatter
✅ 成功 | supervisor-config.md | 匹配关键词: default
❌ 跳过 | shanghai-maicai.md | 无frontmatter
❌ 跳过 | short-vedio.md | 无frontmatter
✅ 成功 | python-Decorators.md | 匹配关键词: python
✅ 成功 | 资源合集-1.md | 匹配关键词: default
✅ 成功 | swagger-yaml.md | 匹配关键词: default
✅ 成功 | wechat-group-ai.md | 匹配关键词: ai
✅ 成功 | reportlab-220808.md | 匹配关键词: default
✅ 成功 | README.md | 匹配关键词: default
✅ 成功 | guoqi-zhaopin.md | 匹配关键词: default
❌ 跳过 | versions-compare.md | 无frontmatter
❌ 跳过 | datav-keyword.md | 无frontmatter
❌ 跳过 | install-postgresql-config.md | 无frontmatter
❌ 跳过 | pandas-cmd.md | 无frontmatter
✅ 成功 | My-New-Post.md | 匹配关键词: default
✅ 成功 | bingdundun.md | 匹配关键词: default
✅ 成功 | sqlalchemy-grammer.md | 匹配关键词: default
❌ 跳过 | go-setup-scoop.md | 无frontmatter
✅ 成功 | finance-group.md | 匹配关键词: default
✅ 成功 | PandasAutoOffice.md | 匹配关键词: default
✅ 成功 | celery-setup.md | 匹配关键词: default
✅ 成功 | office-plugin-10.md | 匹配关键词: plugin
✅ 成功 | lyf-data-p.md | 匹配关键词: data
❌ 跳过 | win10-docker-install.md | 无frontmatter
✅ 成功 | pytest-unittest-compare.md | 匹配关键词: default
✅ 成功 | files-windows.md | 匹配关键词: default
✅ 成功 | workon-venv.md | 匹配关键词: default
❌ 跳过 | pandas-book.md | 无frontmatter
✅ 成功 | wechat-qrcode.md | 匹配关键词: code
✅ 成功 | zhiwang-16.md | 匹配关键词: default
✅ 成功 | pdf-add-toc.md | 匹配关键词: default
✅ 成功 | coder-contest.md | 匹配关键词: code
❌ 跳过 | website-32-tech.md | 无frontmatter
❌ 跳过 | bdunion-error.md | 无frontmatter
✅ 成功 | aii-interview-resource.md | 匹配关键词: ai
❌ 跳过 | spider-open-github.md | 无frontmatter
✅ 成功 | coder-tech-platform.md | 匹配关键词: code
✅ 成功 | apscheduler-study.md | 匹配关键词: default
❌ 跳过 | computer-uni.md | 无frontmatter
✅ 成功 | qiyeweixin-python-robot.md | 匹配关键词: python
✅ 成功 | bingdundun-js.md | 匹配关键词: default
✅ 成功 | linux-setup-python.md | 匹配关键词: python
✅ 成功 | kuaishou10w.md | 匹配关键词: ai
✅ 成功 | redis-setup.md | 匹配关键词: default
✅ 成功 | google_python_code_rule.md | 匹配关键词: code
✅ 成功 | centos-download.md | 匹配关键词: download
❌ 跳过 | gzh-union-web.md | 无frontmatter
❌ 跳过 | duan-shipin-cut.md | 无frontmatter
✅ 成功 | 资源合集.md | 匹配关键词: default
❌ 跳过 | mac-on-win.md | 无frontmatter
✅ 成功 | sideline-pro-list.md | 匹配关键词: default
✅ 成功 | nginx-config.md | 匹配关键词: default
❌ 跳过 | pyauto2021.md | 无frontmatter
✅ 成功 | library-list.md | 匹配关键词: default
✅ 成功 | gui1-5.md | 匹配关键词: default
✅ 成功 | open-source-py.md | 匹配关键词: default
✅ 成功 | python-web.md | 匹配关键词: python
✅ 成功 | code-soft-download.md | 匹配关键词: code
❌ 跳过 | uwsgi-setup.md | 无frontmatter
✅ 成功 | blacktech-nav.md | 匹配关键词: nav
✅ 成功 | events/chongqing-lobster-contest-2026.md | 匹配关键词: chongqing
✅ 成功 | article/business/20250719-外卖补贴大战-en.md | 匹配关键词: default
✅ 成功 | log/2025/0601-上班的好处.md | 匹配关键词: default
✅ 成功 | bks-ai/科大讯飞/1225-平台信息.md-en.md | 匹配关键词: default
✅ 成功 | bks-ai/科大讯飞/260109-一文读懂AI智能体.md-en.md | 匹配关键词: ai
✅ 成功 | bks-ai/科大讯飞/251228-讯飞智能体.md-en.md | 匹配关键词: default
✅ 成功 | bks-ai/科大讯飞/1225-平台信息.md | 匹配关键词: default
✅ 成功 | ai/AI口播稿/抖音/1行代码系列/260224-1-3-en.md | 匹配关键词: default
✅ 成功 | ai/AI口播稿/抖音/1行代码系列/260224-定位-en.md | 匹配关键词: default
✅ 成功 | ai/AI口播稿/抖音/1行代码系列/260224-4-7-en.md | 匹配关键词: default
✅ 成功 | ai/AI口播稿/260110-学AI一定要学Python吗-en.md | 匹配关键词: python
✅ 成功 | ai/AI口播稿/260110-AI学习方法-en.md | 匹配关键词: ai
✅ 成功 | ai/AI口播稿/260110-AI转型的痛点-en.md | 匹配关键词: ai
❌ 跳过 | ai/20250712-外卖大战-en.md | 无frontmatter
✅ 成功 | ai/20240804-py-win-en.md | 匹配关键词: default
✅ 成功 | catai/线下/2025/1129-atomgit.md | 匹配关键词: git
✅ 成功 | course/AI/fluent-python/ads/20260413-bedside-book.md | 匹配关键词: book
✅ 成功 | course/AI/fluent-python/ads/260409-lead-final.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/ads/260407-init.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/ads/260408-interview.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/ads/260416-official-launch.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/ads/260416-launch.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/ads/260408-badhabits.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/ads/sales-plan.md | 匹配关键词: default
❌ 跳过 | course/AI/fluent-python/ads/260408-lead.md | 无frontmatter
✅ 成功 | course/AI/fluent-python/ads/260408-community.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/16-类型提示.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/20-最佳实践.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/10-序列和多态.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/09-对象引用与可变性.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/03-集合与映射.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/07-生成器与协程.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/13-描述符.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/01-数据模型.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/14-动态属性和特性.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/04-文本与字节.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/19-性能优化.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/README.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/17-并发编程模型.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/05-函数即对象.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/06-装饰器.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/15-类元编程.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/11-继承与组合.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/00-课程大纲.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/18-异步编程.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/08-可调用对象.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/12-接口与协议.md | 匹配关键词: default
✅ 成功 | course/AI/fluent-python/02-数据容器.md | 匹配关键词: default
✅ 成功 | course/ai-related/coze/books/260223-499最后一波.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/main/2.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/events/offline/20251211-重庆阿里中心.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/events/offline/20251205-西南大学.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/events/直播/251227-AI开源.md | 匹配关键词: ai
✅ 成功 | course/ai-related/AI编程训练营/others/events/直播/251206-工作流.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/events/直播/251207-qoder入门.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/thoughts/20251119-AI和编程的关系.md | 匹配关键词: ai
✅ 成功 | course/ai-related/AI编程训练营/others/thoughts/260103-面向AI编程.md | 匹配关键词: ai
✅ 成功 | course/ai-related/AI编程训练营/others/thoughts/20251118-产品多样.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/福利/20251122-ai-gift.md | 匹配关键词: ai
✅ 成功 | course/ai-related/AI编程训练营/others/software/qoder/20251126-wiki.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/software/qoder/20251209-qoder-开源.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/software/qoder/20251117-白嫖qoder.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/software/qoder/实测封神？Qoder、CodeBuddy、Tare三大AI编程工具横评，开发者该翻谁的牌？.md | 匹配关键词: code
✅ 成功 | course/ai-related/AI编程训练营/others/software/qoder/260104-百分百AI做的事.md | 匹配关键词: ai
✅ 成功 | course/ai-related/AI编程训练营/others/software/vscode/20251121-vscode-ai.md | 匹配关键词: code
✅ 成功 | course/ai-related/AI编程训练营/others/software/vscode/20251123-cline-qwen2.5-coder.md | 匹配关键词: code
✅ 成功 | course/ai-related/AI编程训练营/others/software/vscode/20251123-cline-MiniMaxAI-MiniMax-M2.md | 匹配关键词: ai
✅ 成功 | course/ai-related/AI编程训练营/others/faq/20251124-什么电脑.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/others/open-source/20251203-token.md | 匹配关键词: default
